"","Возраст","Пол","Напиток"
"4272",46.5,1,"Самогон"
"4273",44.5,1,"Коктейли"
"4274",44.5,1,"Пиво"
"4275",44.5,1,"Коньяк или виски"
"4276",44.5,1,"Водка"
"4277",68,1,"Водка"
"4278",58,1,"Пиво"
"4279",58,1,"Водка"
"4280",52,2,"Водка"
"4281",50,1,"Пиво"
"4282",50,1,"Водка"
"4283",47,1,"Водка"
"4284",62.5,2,"Мартини или вермут"
"4285",70,1,"Водка"
"4286",73,2,"Коньяк или виски"
"4287",39.5,1,"Пиво"
"4288",39.5,1,"Коньяк или виски"
"4289",44,1,"Пиво"
"4290",44,1,"Водка"
"4291",36,1,"Самогон"
"4292",52.5,2,"Коньяк или виски"
"4293",52.5,2,"Водка"
"4294",27,2,"Пиво"
"4295",66,1,"Пиво"
"4296",66,1,"Водка"
"4297",66,1,"Вино"
"4298",65,2,"Самогон"
"4299",65,2,"Вино"
"4300",38,2,"Пиво"
"4301",92.5,1,"Водка"
"4302",31.5,1,"Пиво"
"4303",34.5,1,"Пиво"
"4304",73,1,"Водка"
"4305",52,1,"Пиво"
"4306",27.5,1,"Пиво"
"4307",51,2,"Пиво"
"4308",51,2,"Водка"
"4309",36.5,2,"Пиво"
"4310",36,1,"Пиво"
"4311",36,1,"Водка"
"4312",31,2,"Пиво"
"4313",40,2,"Пиво"
"4314",37,2,"Пиво"
"4315",34,2,"Пиво"
"4316",45,1,"Пиво"
"4317",33,1,"Коктейли"
"4318",33,1,"Пиво"
"4319",43,1,"Пиво"
"4320",43,1,"Коньяк или виски"
"4321",43,1,"Водка"
"4322",43,1,"Самогон"
"4323",42.5,2,"Пиво"
"4324",42.5,2,"Вино"
"4325",45,1,"Пиво"
"4326",45,1,"Коньяк или виски"
"4327",45,1,"Водка"
"4328",45,1,"Самогон"
"4329",44,2,"Вино"
"4330",44,2,"Мартини или вермут"
"4331",42,1,"Пиво"
"4332",42,1,"Коньяк или виски"
"4333",43.5,2,"Коктейли"
"4334",45.5,1,"Пиво"
"4335",45.5,1,"Коньяк или виски"
"4336",45.5,1,"Водка"
"4337",43,2,"Пиво"
"4338",43,2,"Коньяк или виски"
"4339",20,2,"Мартини или вермут"
"4340",37,1,"Пиво"
"4341",37,1,"Коньяк или виски"
"4342",37,1,"Водка"
"4343",37,1,"Самогон"
"4344",44,1,"Пиво"
"4345",44,1,"Коньяк или виски"
"4346",44,1,"Водка"
"4347",43,2,"Вино"
"4348",43,2,"Мартини или вермут"
"4349",19,2,"Вино"
"4350",19,2,"Мартини или вермут"
"4351",30,2,"Пиво"
"4352",30,2,"Вино"
"4353",38.5,1,"Пиво"
"4354",38.5,1,"Водка"
"4355",38.5,1,"Самогон"
"4356",53.5,2,"Пиво"
"4357",53.5,2,"Самогон"
"4358",33,1,"Пиво"
"4359",33,1,"Водка"
"4360",33,1,"Самогон"
"4361",31.5,2,"Пиво"
"4362",47,1,"Пиво"
"4363",47,1,"Коньяк или виски"
"4364",46.5,2,"Пиво"
"4365",46.5,2,"Коньяк или виски"
"4366",23.5,1,"Пиво"
"4367",57,2,"Коньяк или виски"
"4368",57,2,"Самогон"
"4369",57,1,"Пиво"
"4370",57,1,"Коньяк или виски"
"4371",21,1,"Пиво"
"4372",19.5,1,"Пиво"
"4373",52,1,"Водка"
"4374",22,1,"Пиво"
"4375",48.5,2,"Водка"
"4376",48.5,2,"Самогон"
"4377",39.5,1,"Пиво"
"4378",22,1,"Пиво"
"4379",22,1,"Коньяк или виски"
"4380",36,2,"Коньяк или виски"
"4381",35,1,"Пиво"
"4382",51.5,2,"Пиво"
"4383",20.5,1,"Пиво"
"4384",31,1,"Пиво"
"4385",20.5,1,"Пиво"
"4386",29,1,"Водка"
"4387",34,2,"Пиво"
"4388",34,2,"Вино"
"4389",41.5,2,"Пиво"
"4390",30,2,"Пиво"
"4391",28.5,2,"Пиво"
"4392",35,1,"Пиво"
"4393",21.5,1,"Пиво"
"4394",38.5,2,"Пиво"
"4395",75,2,"Коньяк или виски"
"4396",29,1,"Пиво"
"4397",60,2,"Вино"
"4398",63.5,1,"Самогон"
"4399",31,1,"Пиво"
"4400",31,1,"Самогон"
"4401",21.5,2,"Пиво"
"4402",39.5,1,"Пиво"
"4403",66,1,"Коньяк или виски"
"4404",66,1,"Водка"
"4405",62.5,2,"Водка"
"4406",52,1,"Водка"
"4407",46,2,"Коньяк или виски"
"4408",66,2,"Вино"
"4409",37,1,"Пиво"
"4410",37,1,"Водка"
"4411",48.5,2,"Пиво"
"4412",48.5,2,"Водка"
"4413",19,1,"Коктейли"
"4414",19,1,"Пиво"
"4415",39.5,1,"Пиво"
"4416",39.5,1,"Водка"
"4417",63.5,1,"Водка"
"4418",21,1,"Пиво"
"4419",21,1,"Коньяк или виски"
"4420",21,1,"Водка"
"4421",28,1,"Пиво"
"4422",28,1,"Коньяк или виски"
"4423",26.5,1,"Пиво"
"4424",26.5,1,"Самогон"
"4425",32,2,"Пиво"
"4426",40,1,"Пиво"
"4427",40,1,"Коньяк или виски"
"4428",33,1,"Пиво"
"4429",33,1,"Водка"
"4430",36.5,2,"Пиво"
"4431",36.5,2,"Коньяк или виски"
"4432",53.5,2,"Коньяк или виски"
"4433",53.5,2,"Водка"
"4434",38.5,2,"Коктейли"
"4435",39.5,1,"Пиво"
"4436",39.5,1,"Водка"
"4437",39.5,1,"Вино"
"4438",35.5,1,"Пиво"
"4439",35.5,1,"Коньяк или виски"
"4440",35.5,1,"Водка"
"4441",35.5,1,"Самогон"
"4442",35.5,1,"Мартини или вермут"
"4443",41.5,1,"Пиво"
"4444",41.5,1,"Коньяк или виски"
"4445",41.5,1,"Водка"
"4446",31.5,1,"Пиво"
"4447",69.5,2,"Коньяк или виски"
"4448",69.5,2,"Вино"
"4449",66.5,1,"Коньяк или виски"
"4450",45.5,2,"Водка"
"4451",34,1,"Пиво"
"4452",34,1,"Водка"
"4453",34,1,"Вино"
"4454",31,2,"Коктейли"
"4455",31,2,"Пиво"
"4456",31,2,"Коньяк или виски"
"4457",31,2,"Вино"
"4458",63.5,1,"Пиво"
"4459",63.5,1,"Водка"
"4460",72,1,"Коньяк или виски"
"4461",39.5,1,"Пиво"
"4462",69.5,2,"Коньяк или виски"
"4463",69.5,2,"Мартини или вермут"
"4464",69.5,1,"Пиво"
"4465",69.5,1,"Коньяк или виски"
"4466",69.5,1,"Водка"
"4467",42,1,"Пиво"
"4468",31,2,"Пиво"
"4469",32,1,"Пиво"
"4470",65,1,"Водка"
"4471",54.5,1,"Водка"
"4472",33,1,"Пиво"
"4473",33,1,"Коньяк или виски"
"4474",33,1,"Водка"
"4475",39.5,1,"Пиво"
"4476",39.5,1,"Водка"
"4477",36.5,2,"Мартини или вермут"
"4478",52.5,2,"Пиво"
"4479",63.5,1,"Пиво"
"4480",63.5,1,"Коньяк или виски"
"4481",63.5,1,"Водка"
"4482",33,2,"Пиво"
"4483",73.5,1,"Водка"
"4484",20.5,2,"Коктейли"
"4485",20.5,2,"Пиво"
"4486",20.5,2,"Вино"
"4487",20.5,2,"Мартини или вермут"
"4488",19,1,"Пиво"
"4489",58,1,"Пиво"
"4490",58,1,"Водка"
"4491",66,2,"Водка"
"4492",66,2,"Мартини или вермут"
